,state,zip_code,av_rate
105,indiana, 46746,$45.00
106,indiana, 46748,$30.00
107,indiana, 46750,$40.00
108,indiana, 46201,$45.00
109,indiana, 46202,$40.00
110,indiana, 46203,$50.00
111,indiana, 46204,$45.00
112,indiana, 46205,$40.00
113,indiana, 46208,$45.00
114,indiana, 46214,$45.00
115,indiana, 46217,$55.00
116,indiana, 46219,$40.00
117,indiana, 46220,$40.00
118,indiana, 46221,$40.00
119,indiana, 46222,$30.00
120,indiana, 46224,$55.00
121,indiana, 46226,$45.00
122,indiana, 46227,$45.00
123,indiana, 46228,$45.00
124,indiana, 46229,$35.00
125,indiana, 46234,$50.00
126,indiana, 46235,$45.00
127,indiana, 46236,$45.00
128,indiana, 46237,$50.00
129,indiana, 46239,$40.00
130,indiana, 46240,$45.00
131,indiana, 46241,$50.00
132,indiana, 46250,$40.00
133,indiana, 46254,$45.00
134,indiana, 46256,$75.00
135,indiana, 46259,$45.00
136,indiana, 46260,$40.00
137,indiana, 46268,$35.00
138,indiana, 46278,$50.00
139,indiana, 46280,$45.00
140,indiana, 47130,$40.00
141,indiana, 46755,$40.00
142,indiana, 46148,$35.00
143,indiana, 46901,$35.00
144,indiana, 46902,$45.00
145,indiana, 46347,$45.00
146,indiana, 46940,$40.00
147,indiana, 47901,$40.00
148,indiana, 47904,$35.00
149,indiana, 47905,$40.00
150,indiana, 47909,$40.00
151,indiana, 46405,$40.00
152,indiana, 46350,$40.00
153,indiana, 46764,$35.00
154,indiana, 47025,$35.00
155,indiana, 46052,$35.00
156,indiana, 46947,$45.00
157,indiana, 46356,$30.00
158,indiana, 47355,$65.00
159,indiana, 47250,$35.00
160,indiana, 46952,$40.00
161,indiana, 46953,$40.00
162,indiana, 46151,$50.00
163,indiana, 46055,$40.00
164,indiana, 46410,$35.00
165,indiana, 46360,$40.00
166,indiana, 46540,$30.00
167,indiana, 47356,$40.00
168,indiana, 47031,$40.00
169,indiana, 46542,$50.00
170,indiana, 47145,$35.00
171,indiana, 46544,$35.00
172,indiana, 46545,$35.00
173,indiana, 47446,$45.00
174,indiana, 47960,$40.00
175,indiana, 46158,$35.00
176,indiana, 47620,$50.00
177,indiana, 47302,$30.00
178,indiana, 47303,$35.00
179,indiana, 47304,$40.00
180,indiana, 47305,$45.00
181,indiana, 46321,$45.00
182,indiana, 47150,$45.00
183,indiana, 46552,$55.00
184,indiana, 47362,$50.00
185,indiana, 46774,$45.00
186,indiana, 46163,$50.00
187,indiana, 47630,$40.00
188,indiana, 46060,$40.00
189,indiana, 46062,$45.00
190,indiana, 46554,$35.00
191,indiana, 46555,$50.00
192,indiana, 46556,$50.00
193,indiana, 47452,$40.00
194,indiana, 46561,$45.00
195,indiana, 46777,$40.00
196,indiana, 47368,$40.00
197,indiana, 46064,$45.00
198,indiana, 46970,$50.00
199,indiana, 46562,$30.00
200,indiana, 46167,$40.00
201,indiana, 46168,$40.00
202,indiana, 46779,$40.00
203,indiana, 46563,$15.00
204,indiana, 46368,$40.00
205,indiana, 47371,$25.00
206,indiana, 47633,$45.00
207,indiana, 47374,$35.00
208,indiana, 46783,$35.00
209,indiana, 46371,$50.00
210,indiana, 46372,$45.00
211,indiana, 46979,$40.00
212,indiana, 46785,$45.00
213,indiana, 46373,$50.00
214,indiana, 47167,$50.00
215,indiana, 47579,$15.00
216,indiana, 46375,$45.00
217,indiana, 47172,$25.00
218,indiana, 47274,$40.00
219,indiana, 46176,$40.00
220,indiana, 46565,$20.00
221,indiana, 47384,$40.00
222,indiana, 46601,$45.00
223,indiana, 46614,$40.00
224,indiana, 46615,$45.00
225,indiana, 46616,$40.00
226,indiana, 46617,$40.00
227,indiana, 46619,$35.00
228,indiana, 46628,$45.00
229,indiana, 46635,$45.00
230,indiana, 46637,$40.00
231,indiana, 47462,$35.00
232,indiana, 46070,$30.00
233,indiana, 46986,$30.00
234,indiana, 46567,$30.00
235,indiana, 47802,$40.00
236,indiana, 47803,$35.00
237,indiana, 47805,$35.00
238,indiana, 47807,$40.00
239,indiana, 46072,$65.00
240,indiana, 46181,$40.00
241,indiana, 47468,$60.00
242,indiana, 46383,$55.00
243,indiana, 46385,$45.00
244,indiana, 47591,$35.00
245,indiana, 46992,$50.00
246,indiana, 46574,$45.00
247,indiana, 46580,$50.00
248,indiana, 46582,$35.00
249,indiana, 47906,$35.00
250,indiana, 47907,$35.00
251,indiana, 46074,$45.00
252,indiana, 46391,$30.00
253,indiana, 46184,$50.00
254,indiana, 46394,$35.00
255,indiana, 47394,$40.00
256,indiana, 46590,$35.00
257,indiana, 46795,$50.00
258,indiana, 47396,$45.00
259,indiana, 46077,$45.00
0,iowa, 50511,$50.00
1,iowa, 51002,$90.00
2,iowa, 50009,$35.00
3,iowa, 50010,$40.00
4,iowa, 50012,$35.00
5,iowa, 50014,$35.00
6,iowa, 50021,$30.00
7,iowa, 50023,$40.00
8,iowa, 50022,$30.00
9,iowa, 52031,$40.00
10,iowa, 52722,$50.00
11,iowa, 50034,$35.00
12,iowa, 52726,$40.00
13,iowa, 50036,$50.00
14,iowa, 52601,$45.00
15,iowa, 50613,$40.00
16,iowa, 52401,$40.00
17,iowa, 52402,$45.00
18,iowa, 52403,$50.00
19,iowa, 52404,$45.00
20,iowa, 52405,$40.00
21,iowa, 52212,$35.00
22,iowa, 52731,$50.00
23,iowa, 50428,$40.00
24,iowa, 52732,$45.00
25,iowa, 50325,$30.00
26,iowa, 52241,$50.00
27,iowa, 51501,$45.00
28,iowa, 51503,$50.00
29,iowa, 52802,$25.00
30,iowa, 52803,$35.00
31,iowa, 52804,$35.00
32,iowa, 52806,$35.00
33,iowa, 52807,$40.00
34,iowa, 52742,$25.00
35,iowa, 50309,$40.00
36,iowa, 50310,$30.00
37,iowa, 50311,$35.00
38,iowa, 50312,$40.00
39,iowa, 50313,$45.00
40,iowa, 50315,$40.00
41,iowa, 50317,$45.00
42,iowa, 50320,$40.00
43,iowa, 50327,$45.00
44,iowa, 52001,$40.00
45,iowa, 52002,$40.00
46,iowa, 52747,$35.00
47,iowa, 50627,$35.00
48,iowa, 52043,$40.00
49,iowa, 52045,$40.00
50,iowa, 52556,$45.00
51,iowa, 52142,$35.00
52,iowa, 50436,$50.00
53,iowa, 50501,$40.00
54,iowa, 52627,$30.00
55,iowa, 51534,$35.00
56,iowa, 50111,$40.00
57,iowa, 52052,$35.00
58,iowa, 50441,$25.00
59,iowa, 51537,$25.00
60,iowa, 50118,$40.00
61,iowa, 52233,$40.00
62,iowa, 51024,$60.00
63,iowa, 50125,$35.00
64,iowa, 51240,$30.00
65,iowa, 52240,$40.00
66,iowa, 52242,$30.00
67,iowa, 52245,$45.00
68,iowa, 52246,$45.00
69,iowa, 50129,$50.00
70,iowa, 50131,$35.00
71,iowa, 50132,$35.00
72,iowa, 52248,$40.00
73,iowa, 50140,$30.00
74,iowa, 50149,$40.00
75,iowa, 50456,$45.00
76,iowa, 52301,$40.00
77,iowa, 52302,$40.00
78,iowa, 50158,$25.00
79,iowa, 50401,$40.00
80,iowa, 50161,$30.00
81,iowa, 50168,$50.00
82,iowa, 52641,$50.00
83,iowa, 52314,$40.00
84,iowa, 52761,$35.00
85,iowa, 52065,$40.00
86,iowa, 52317,$45.00
87,iowa, 50662,$40.00
88,iowa, 51041,$35.00
89,iowa, 52501,$45.00
90,iowa, 50220,$40.00
91,iowa, 50574,$50.00
92,iowa, 50581,$40.00
93,iowa, 51652,$35.00
94,iowa, 51103,$45.00
95,iowa, 51104,$45.00
96,iowa, 51106,$40.00
97,iowa, 52333,$45.00
98,iowa, 52335,$25.00
99,iowa, 52076,$55.00
100,iowa, 52340,$50.00
101,iowa, 51575,$25.00
102,iowa, 50322,$35.00
103,iowa, 50323,$50.00
104,iowa, 50701,$30.00
105,iowa, 50702,$35.00
106,iowa, 50263,$50.00
107,iowa, 50265,$40.00
108,iowa, 50266,$40.00
109,iowa, 52656,$40.00
110,iowa, 52361,$25.00
111,iowa, 52078,$40.00
0,kentucky, 41001,$45.00
1,kentucky, 40402,$30.00
2,kentucky, 42021,$50.00
3,kentucky, 41101,$35.00
4,kentucky, 41102,$45.00
5,kentucky, 42206,$50.00
6,kentucky, 40906,$40.00
7,kentucky, 40004,$45.00
8,kentucky, 41073,$45.00
9,kentucky, 40403,$35.00
10,kentucky, 40007,$55.00
11,kentucky, 42101,$35.00
12,kentucky, 42102,$35.00
13,kentucky, 42103,$35.00
14,kentucky, 42104,$40.00
15,kentucky, 40108,$50.00
16,kentucky, 41005,$55.00
17,kentucky, 42718,$45.00
18,kentucky, 42721,$50.00
19,kentucky, 40312,$50.00
20,kentucky, 42031,$45.00
21,kentucky, 40701,$40.00
22,kentucky, 41011,$40.00
23,kentucky, 40013,$40.00
24,kentucky, 40014,$45.00
25,kentucky, 40422,$45.00
26,kentucky, 42129,$45.00
27,kentucky, 42701,$50.00
28,kentucky, 41018,$35.00
29,kentucky, 41042,$50.00
30,kentucky, 42223,$40.00
31,kentucky, 40121,$40.00
32,kentucky, 41075,$45.00
33,kentucky, 40601,$40.00
34,kentucky, 42134,$45.00
35,kentucky, 41017,$40.00
36,kentucky, 40324,$40.00
37,kentucky, 42141,$55.00
38,kentucky, 42741,$50.00
39,kentucky, 40026,$45.00
40,kentucky, 41143,$30.00
41,kentucky, 42048,$40.00
42,kentucky, 41635,$50.00
43,kentucky, 40330,$40.00
44,kentucky, 41701,$35.00
45,kentucky, 42049,$45.00
46,kentucky, 41048,$45.00
47,kentucky, 40949,$50.00
48,kentucky, 42420,$45.00
49,kentucky, 42240,$40.00
50,kentucky, 42749,$40.00
51,kentucky, 41640,$35.00
52,kentucky, 41051,$40.00
53,kentucky, 40336,$50.00
54,kentucky, 42629,$50.00
55,kentucky, 41537,$30.00
56,kentucky, 41539,$40.00
57,kentucky, 40031,$50.00
58,kentucky, 40444,$35.00
59,kentucky, 41015,$45.00
60,kentucky, 40342,$40.00
61,kentucky, 40502,$40.00
62,kentucky, 40503,$40.00
63,kentucky, 40504,$40.00
64,kentucky, 40505,$45.00
65,kentucky, 40507,$45.00
66,kentucky, 40508,$35.00
67,kentucky, 40509,$40.00
68,kentucky, 40510,$50.00
69,kentucky, 40511,$45.00
70,kentucky, 40513,$45.00
71,kentucky, 40514,$45.00
72,kentucky, 40515,$40.00
73,kentucky, 40517,$40.00
74,kentucky, 42539,$35.00
75,kentucky, 40741,$45.00
76,kentucky, 40744,$55.00
77,kentucky, 41230,$40.00
78,kentucky, 40202,$40.00
79,kentucky, 40203,$45.00
80,kentucky, 40204,$50.00
81,kentucky, 40205,$40.00
82,kentucky, 40206,$45.00
83,kentucky, 40207,$45.00
84,kentucky, 40208,$45.00
85,kentucky, 40209,$45.00
86,kentucky, 40210,$35.00
87,kentucky, 40211,$25.00
88,kentucky, 40213,$30.00
89,kentucky, 40214,$40.00
90,kentucky, 40215,$35.00
91,kentucky, 40216,$35.00
92,kentucky, 40217,$40.00
93,kentucky, 40218,$40.00
94,kentucky, 40219,$50.00
95,kentucky, 40220,$45.00
96,kentucky, 40222,$50.00
97,kentucky, 40223,$40.00
98,kentucky, 40228,$45.00
99,kentucky, 40229,$40.00
100,kentucky, 40241,$45.00
101,kentucky, 40242,$40.00
102,kentucky, 40243,$40.00
103,kentucky, 40245,$50.00
104,kentucky, 40258,$20.00
105,kentucky, 40272,$45.00
106,kentucky, 40280,$40.00
107,kentucky, 40291,$45.00
108,kentucky, 40299,$55.00
109,kentucky, 41232,$40.00
110,kentucky, 42355,$40.00
111,kentucky, 42431,$40.00
112,kentucky, 42066,$45.00
113,kentucky, 41056,$20.00
114,kentucky, 40351,$25.00
115,kentucky, 42437,$30.00
116,kentucky, 40456,$35.00
117,kentucky, 40047,$50.00
118,kentucky, 42071,$40.00
119,kentucky, 40051,$50.00
120,kentucky, 41071,$35.00
121,kentucky, 41076,$45.00
122,kentucky, 40356,$40.00
123,kentucky, 42262,$40.00
124,kentucky, 42301,$35.00
125,kentucky, 42303,$40.00
126,kentucky, 42001,$20.00
127,kentucky, 42003,$40.00
128,kentucky, 41240,$55.00
129,kentucky, 40361,$40.00
130,kentucky, 40157,$35.00
131,kentucky, 42266,$40.00
132,kentucky, 40055,$40.00
133,kentucky, 40468,$25.00
134,kentucky, 41501,$35.00
135,kentucky, 41250,$30.00
136,kentucky, 40977,$30.00
137,kentucky, 40057,$45.00
138,kentucky, 42445,$60.00
139,kentucky, 40059,$55.00
140,kentucky, 42450,$45.00
141,kentucky, 40160,$40.00
142,kentucky, 40475,$45.00
143,kentucky, 42642,$30.00
144,kentucky, 40370,$45.00
145,kentucky, 40481,$30.00
146,kentucky, 40065,$40.00
147,kentucky, 40165,$50.00
148,kentucky, 40067,$55.00
149,kentucky, 42501,$45.00
150,kentucky, 42503,$35.00
151,kentucky, 41256,$35.00
152,kentucky, 42647,$45.00
153,kentucky, 41091,$50.00
154,kentucky, 40383,$40.00
155,kentucky, 40175,$35.00
156,kentucky, 41572,$40.00
157,kentucky, 41472,$50.00
158,kentucky, 42653,$20.00
159,kentucky, 40390,$40.00
160,kentucky, 40391,$40.00
0,louisiana, 70420,$50.00
1,louisiana, 70420,$35.00
2,louisiana, 70710,$45.00
3,louisiana, 71303,$40.00
4,louisiana, 70422,$45.00
5,louisiana, 71403,$40.00
6,louisiana, 70426,$30.00
7,louisiana, 71001,$25.00
8,louisiana, 70714,$60.00
9,louisiana, 70714,$50.00
10,louisiana, 70714,$35.00
11,louisiana, 70815,$60.00
12,louisiana, 70810,$45.00
13,louisiana, 70817,$40.00
14,louisiana, 70802,$40.00
15,louisiana, 70808,$35.00
16,louisiana, 70817,$35.00
17,louisiana, 70809,$50.00
18,louisiana, 70810,$35.00
19,louisiana, 70808,$55.00
20,louisiana, 70806,$45.00
21,louisiana, 70816,$35.00
22,louisiana, 70808,$25.00
23,louisiana, 70820,$30.00
24,louisiana, 70816,$50.00
25,louisiana, 70810,$40.00
26,louisiana, 70817,$40.00
27,louisiana, 70812,$30.00
28,louisiana, 70802,$40.00
29,louisiana, 70815,$40.00
30,louisiana, 70809,$50.00
31,louisiana, 70820,$40.00
32,louisiana, 70816,$60.00
33,louisiana, 70813,$30.00
34,louisiana, 70820,$50.00
35,louisiana, 70802,$30.00
36,louisiana, 70806,$20.00
37,louisiana, 70898,$35.00
38,louisiana, 70808,$45.00
39,louisiana, 70808,$50.00
40,louisiana, 70817,$40.00
41,louisiana, 70817,$40.00
42,louisiana, 70816,$30.00
43,louisiana, 70815,$35.00
44,louisiana, 70810,$60.00
45,louisiana, 70810,$35.00
46,louisiana, 70802,$40.00
47,louisiana, 70806,$40.00
48,louisiana, 70816,$30.00
49,louisiana, 70809,$25.00
50,louisiana, 70808,$30.00
51,louisiana, 70805,$40.00
52,louisiana, 70806,$50.00
53,louisiana, 70817,$40.00
54,louisiana, 70816,$50.00
55,louisiana, 70808,$35.00
56,louisiana, 70808,$40.00
57,louisiana, 70810,$55.00
58,louisiana, 70808,$35.00
59,louisiana, 70813,$50.00
60,louisiana, 70808,$40.00
61,louisiana, 70808,$45.00
62,louisiana, 70808,$25.00
63,louisiana, 70820,$25.00
64,louisiana, 70809,$60.00
65,louisiana, 70809,$40.00
66,louisiana, 70808,$45.00
67,louisiana, 70810,$60.00
68,louisiana, 70809,$35.00
69,louisiana, 70808,$50.00
70,louisiana, 70817,$50.00
71,louisiana, 70810,$50.00
72,louisiana, 70810,$50.00
73,louisiana, 70809,$40.00
74,louisiana, 70808,$45.00
75,louisiana, 70820,$45.00
76,louisiana, 70896,$50.00
77,louisiana, 70802,$30.00
78,louisiana, 70808,$60.00
79,louisiana, 70816,$50.00
80,louisiana, 70808,$45.00
81,louisiana, 70817,$40.00
82,louisiana, 70815,$35.00
83,louisiana, 70806,$35.00
84,louisiana, 70805,$35.00
85,louisiana, 70802,$50.00
86,louisiana, 70817,$40.00
87,louisiana, 70808,$40.00
88,louisiana, 70808,$35.00
89,louisiana, 70810,$30.00
90,louisiana, 70808,$40.00
91,louisiana, 70816,$45.00
92,louisiana, 70820,$30.00
93,louisiana, 70806,$50.00
94,louisiana, 70806,$40.00
95,louisiana, 70803,$20.00
96,louisiana, 70817,$30.00
97,louisiana, 70809,$40.00
98,louisiana, 70808,$30.00
99,louisiana, 70817,$25.00
100,louisiana, 70817,$40.00
101,louisiana, 70810,$45.00
102,louisiana, 70808,$40.00
103,louisiana, 70809,$35.00
104,louisiana, 70820,$40.00
105,louisiana, 70806,$40.00
106,louisiana, 71006,$25.00
107,louisiana, 71006,$65.00
108,louisiana, 70427,$30.00
109,louisiana, 71112,$35.00
110,louisiana, 71111,$60.00
111,louisiana, 71111,$50.00
112,louisiana, 71112,$45.00
113,louisiana, 71111,$40.00
114,louisiana, 71112,$35.00
115,louisiana, 71112,$40.00
116,louisiana, 71112,$40.00
117,louisiana, 71111,$40.00
118,louisiana, 71112,$35.00
119,louisiana, 71112,$40.00
120,louisiana, 71111,$40.00
121,louisiana, 71112,$45.00
122,louisiana, 71111,$40.00
123,louisiana, 71111,$40.00
124,louisiana, 70518,$40.00
125,louisiana, 70518,$60.00
126,louisiana, 71322,$50.00
127,louisiana, 71225,$60.00
128,louisiana, 71411,$30.00
129,louisiana, 70520,$20.00
130,louisiana, 70520,$40.00
131,louisiana, 70043,$40.00
132,louisiana, 70043,$50.00
133,louisiana, 70043,$30.00
134,louisiana, 70435,$25.00
135,louisiana, 70433,$45.00
136,louisiana, 70433,$45.00
137,louisiana, 70433,$50.00
138,louisiana, 70435,$50.00
139,louisiana, 70433,$25.00
140,louisiana, 70433,$50.00
141,louisiana, 70435,$60.00
142,louisiana, 70433,$40.00
143,louisiana, 70433,$40.00
144,louisiana, 70433,$50.00
145,louisiana, 70433,$40.00
146,louisiana, 70433,$30.00
147,louisiana, 70433,$65.00
148,louisiana, 70433,$65.00
149,louisiana, 70435,$35.00
150,louisiana, 70433,$45.00
151,louisiana, 71232,$50.00
152,louisiana, 70726,$30.00
153,louisiana, 70726,$65.00
154,louisiana, 70726,$40.00
155,louisiana, 70726,$50.00
156,louisiana, 70706,$45.00
157,louisiana, 70726,$35.00
158,louisiana, 70706,$45.00
159,louisiana, 70634,$30.00
160,louisiana, 70047,$40.00
161,louisiana, 70047,$35.00
162,louisiana, 70437,$45.00
163,louisiana, 70437,$45.00
164,louisiana, 70438,$50.00
165,louisiana, 70734,$50.00
166,louisiana, 70356,$35.00
167,louisiana, 70737,$35.00
168,louisiana, 70737,$50.00
169,louisiana, 70737,$25.00
170,louisiana, 70737,$20.00
171,louisiana, 70737,$30.00
172,louisiana, 70737,$60.00
173,louisiana, 70541,$40.00
174,louisiana, 70441,$40.00
175,louisiana, 70739,$50.00
176,louisiana, 70739,$60.00
177,louisiana, 70056,$40.00
178,louisiana, 70056,$30.00
179,louisiana, 70056,$50.00
180,louisiana, 70056,$35.00
181,louisiana, 70056,$35.00
182,louisiana, 70401,$35.00
183,louisiana, 70401,$50.00
184,louisiana, 70401,$50.00
185,louisiana, 70401,$35.00
186,louisiana, 70402,$50.00
187,louisiana, 70402,$35.00
188,louisiana, 70401,$40.00
189,louisiana, 70401,$50.00
190,louisiana, 70401,$50.00
191,louisiana, 70401,$45.00
192,louisiana, 70403,$60.00
193,louisiana, 70401,$25.00
194,louisiana, 70401,$30.00
195,louisiana, 70403,$35.00
196,louisiana, 70403,$30.00
197,louisiana, 70058,$40.00
198,louisiana, 70058,$50.00
199,louisiana, 70058,$30.00
200,louisiana, 71037,$35.00
201,louisiana, 71439,$40.00
202,louisiana, 70364,$40.00
203,louisiana, 70360,$40.00
204,louisiana, 70364,$50.00
205,louisiana, 70364,$30.00
206,louisiana, 70647,$40.00
207,louisiana, 70748,$40.00
208,louisiana, 70548,$50.00
209,louisiana, 71047,$40.00
210,louisiana, 70065,$55.00
211,louisiana, 70065,$30.00
212,louisiana, 70065,$40.00
213,louisiana, 70065,$65.00
214,louisiana, 70065,$40.00
215,louisiana, 70062,$30.00
216,louisiana, 70065,$55.00
217,louisiana, 70648,$30.00
218,louisiana, 70068,$35.00
219,louisiana, 70068,$50.00
220,louisiana, 70068,$35.00
221,louisiana, 70506,$40.00
222,louisiana, 70507,$30.00
223,louisiana, 70503,$40.00
224,louisiana, 70506,$50.00
225,louisiana, 70507,$40.00
226,louisiana, 70508,$30.00
227,louisiana, 70503,$30.00
228,louisiana, 70506,$45.00
229,louisiana, 70503,$30.00
230,louisiana, 70508,$40.00
231,louisiana, 70503,$50.00
232,louisiana, 70506,$55.00
233,louisiana, 70503,$40.00
234,louisiana, 70506,$40.00
235,louisiana, 70506,$50.00
236,louisiana, 70508,$40.00
237,louisiana, 70504,$35.00
238,louisiana, 70506,$25.00
239,louisiana, 70503,$40.00
240,louisiana, 70506,$40.00
241,louisiana, 70508,$45.00
242,louisiana, 70508,$40.00
243,louisiana, 70504,$30.00
244,louisiana, 70506,$45.00
245,louisiana, 70503,$40.00
246,louisiana, 70503,$40.00
247,louisiana, 70501,$50.00
248,louisiana, 70508,$60.00
249,louisiana, 70503,$55.00
250,louisiana, 70506,$45.00
251,louisiana, 70506,$30.00
252,louisiana, 70507,$50.00
253,louisiana, 70506,$75.00
254,louisiana, 70506,$35.00
255,louisiana, 70508,$35.00
256,louisiana, 70508,$45.00
257,louisiana, 70506,$35.00
258,louisiana, 70501,$55.00
259,louisiana, 70506,$50.00
260,louisiana, 70508,$50.00
261,louisiana, 70503,$45.00
262,louisiana, 70506,$45.00
263,louisiana, 70501,$50.00
264,louisiana, 70506,$40.00
265,louisiana, 70506,$60.00
266,louisiana, 70506,$40.00
267,louisiana, 70508,$50.00
268,louisiana, 70501,$25.00
269,louisiana, 70503,$35.00
270,louisiana, 70601,$40.00
271,louisiana, 70607,$50.00
272,louisiana, 70611,$30.00
273,louisiana, 70605,$20.00
274,louisiana, 70605,$35.00
275,louisiana, 70605,$40.00
276,louisiana, 70605,$45.00
277,louisiana, 70611,$50.00
278,louisiana, 70601,$35.00
279,louisiana, 70607,$40.00
280,louisiana, 70601,$35.00
281,louisiana, 70601,$45.00
282,louisiana, 70611,$40.00
283,louisiana, 70601,$30.00
284,louisiana, 70607,$40.00
285,louisiana, 70611,$40.00
286,louisiana, 70605,$40.00
287,louisiana, 70601,$45.00
288,louisiana, 70601,$25.00
289,louisiana, 70605,$35.00
290,louisiana, 71254,$35.00
291,louisiana, 71446,$40.00
292,louisiana, 71446,$30.00
293,louisiana, 71446,$40.00
294,louisiana, 71446,$35.00
295,louisiana, 70754,$40.00
296,louisiana, 70754,$45.00
297,louisiana, 70070,$30.00
298,louisiana, 70447,$30.00
299,louisiana, 70447,$40.00
300,louisiana, 70447,$35.00
301,louisiana, 70448,$40.00
302,louisiana, 70448,$35.00
303,louisiana, 70448,$60.00
304,louisiana, 70448,$45.00
305,louisiana, 70448,$50.00
306,louisiana, 70471,$75.00
307,louisiana, 70448,$35.00
308,louisiana, 70471,$50.00
309,louisiana, 70448,$45.00
310,louisiana, 70448,$50.00
311,louisiana, 70448,$40.00
312,louisiana, 70448,$60.00
313,louisiana, 71052,$45.00
314,louisiana, 70072,$25.00
315,louisiana, 70072,$25.00
316,louisiana, 70072,$30.00
317,louisiana, 70072,$45.00
318,louisiana, 70072,$50.00
319,louisiana, 70072,$35.00
320,louisiana, 70001,$45.00
321,louisiana, 70001,$40.00
322,louisiana, 70002,$35.00
323,louisiana, 70005,$40.00
324,louisiana, 70005,$50.00
325,louisiana, 70005,$35.00
326,louisiana, 70001,$35.00
327,louisiana, 70003,$30.00
328,louisiana, 70003,$60.00
329,louisiana, 70005,$45.00
330,louisiana, 70001,$40.00
331,louisiana, 70005,$50.00
332,louisiana, 70002,$30.00
333,louisiana, 70001,$40.00
334,louisiana, 70001,$40.00
335,louisiana, 70002,$35.00
336,louisiana, 70001,$50.00
337,louisiana, 70006,$40.00
338,louisiana, 70001,$40.00
339,louisiana, 70006,$40.00
340,louisiana, 70001,$30.00
341,louisiana, 70006,$60.00
342,louisiana, 70001,$35.00
343,louisiana, 70006,$40.00
344,louisiana, 70001,$35.00
345,louisiana, 70002,$35.00
346,louisiana, 70002,$50.00
347,louisiana, 70001,$15.00
348,louisiana, 70005,$25.00
349,louisiana, 70001,$50.00
350,louisiana, 70002,$30.00
351,louisiana, 70002,$65.00
352,louisiana, 70003,$30.00
353,louisiana, 70005,$40.00
354,louisiana, 70005,$50.00
355,louisiana, 70003,$40.00
356,louisiana, 71055,$40.00
357,louisiana, 71203,$40.00
358,louisiana, 71201,$40.00
359,louisiana, 71201,$50.00
360,louisiana, 71203,$30.00
361,louisiana, 71203,$40.00
362,louisiana, 71201,$35.00
363,louisiana, 71203,$40.00
364,louisiana, 71203,$35.00
365,louisiana, 70377,$40.00
366,louisiana, 71457,$35.00
367,louisiana, 71457,$40.00
368,louisiana, 71457,$45.00
369,louisiana, 71457,$35.00
370,louisiana, 70560,$40.00
371,louisiana, 70119,$40.00
372,louisiana, 70117,$45.00
373,louisiana, 70115,$35.00
374,louisiana, 70122,$35.00
375,louisiana, 70117,$40.00
376,louisiana, 70128,$45.00
377,louisiana, 70118,$45.00
378,louisiana, 70126,$40.00
379,louisiana, 70126,$45.00
380,louisiana, 70125,$30.00
381,louisiana, 70128,$60.00
382,louisiana, 70122,$45.00
383,louisiana, 70123,$55.00
384,louisiana, 70118,$50.00
385,louisiana, 70118,$40.00
386,louisiana, 70115,$60.00
387,louisiana, 70115,$35.00
388,louisiana, 70117,$40.00
389,louisiana, 70115,$40.00
390,louisiana, 70114,$35.00
391,louisiana, 70118,$40.00
392,louisiana, 70125,$35.00
393,louisiana, 70119,$45.00
394,louisiana, 70124,$50.00
395,louisiana, 70119,$40.00
396,louisiana, 70122,$50.00
397,louisiana, 70117,$35.00
398,louisiana, 70118,$60.00
399,louisiana, 70117,$25.00
400,louisiana, 70112,$35.00
401,louisiana, 70116,$60.00
402,louisiana, 70125,$65.00
403,louisiana, 70123,$50.00
404,louisiana, 70119,$45.00
405,louisiana, 70114,$45.00
406,louisiana, 70118,$40.00
407,louisiana, 70119,$40.00
408,louisiana, 70131,$60.00
409,louisiana, 70128,$30.00
410,louisiana, 70123,$45.00
411,louisiana, 70118,$45.00
412,louisiana, 70124,$50.00
413,louisiana, 70115,$40.00
414,louisiana, 70119,$45.00
415,louisiana, 70129,$35.00
416,louisiana, 70115,$50.00
417,louisiana, 70125,$45.00
418,louisiana, 70126,$45.00
419,louisiana, 70123,$40.00
420,louisiana, 70117,$45.00
421,louisiana, 70123,$45.00
422,louisiana, 70114,$55.00
423,louisiana, 70130,$45.00
424,louisiana, 70124,$45.00
425,louisiana, 70113,$55.00
426,louisiana, 70118,$40.00
427,louisiana, 70125,$35.00
428,louisiana, 70119,$30.00
429,louisiana, 70117,$45.00
430,louisiana, 70125,$30.00
431,louisiana, 70118,$65.00
432,louisiana, 70118,$40.00
433,louisiana, 70123,$35.00
434,louisiana, 70115,$35.00
435,louisiana, 70115,$30.00
436,louisiana, 70115,$50.00
437,louisiana, 70123,$45.00
438,louisiana, 70126,$60.00
439,louisiana, 70125,$30.00
440,louisiana, 70118,$120.00
441,louisiana, 70115,$20.00
442,louisiana, 70115,$30.00
443,louisiana, 70122,$40.00
444,louisiana, 70130,$40.00
445,louisiana, 70115,$55.00
446,louisiana, 70119,$60.00
447,louisiana, 70115,$25.00
448,louisiana, 70124,$60.00
449,louisiana, 70119,$45.00
450,louisiana, 70115,$40.00
451,louisiana, 70123,$35.00
452,louisiana, 70130,$50.00
453,louisiana, 70119,$65.00
454,louisiana, 70130,$40.00
455,louisiana, 70119,$40.00
456,louisiana, 70117,$25.00
457,louisiana, 70115,$30.00
458,louisiana, 70125,$65.00
459,louisiana, 70112,$40.00
460,louisiana, 70115,$45.00
461,louisiana, 70119,$40.00
